host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
June,Chatu Chak,13.8187,100.56605,Entire home/apt,600,180,0,2019-05-06,1,257,0
Kwang,Bang Na,13.68,100.61031,Private room,970,2,36,2018-07-05,3,179,0
Anne Araya,Phra Khanong,13.69941,100.60786,Private room,1300,1,11,2018-05-25,25,47,0
Natakorn,Phaya Thai,13.77934,100.54243,Private room,3650,1,2,2018-06-30,1,176,0
Baan 89,Phra Nakhon,13.75451,100.50229,Hotel room,318,1,1,2018-01-08,5,271,0
Baan 89,Phra Nakhon,13.75626,100.50232,Hotel room,670,1,1,2017-05-21,5,271,0
Pensri,Min Buri,13.81191,100.69978,Entire home/apt,1399,30,3,2018-04-22,2,0,0
Bi,Bang Na,13.67709,100.6095,Shared room,357,1,1,2017-02-10,2,179,0
Varunee,Pom Prap Sattru Phai,13.74571,100.51498,Private room,1164,1,88,2022-12-25,5,163,5
Watcharawit,Thon buri,13.71395,100.46991,Entire home/apt,1875,5,0,2021-07-18,2,362,0
Natthakrit,Don Mueang,13.92863,100.58726,Private room,600,1,110,2020-02-09,2,180,0
Tanawat,Huai Khwang,13.76119,100.56809,Entire home/apt,1390,30,21,2022-06-06,1,324,2
Watcharawit,Chatu Chak,13.79622,100.5573,Entire home/apt,1500,5,0,2021-09-15,2,362,0
3qproperties,Khan Na Yao,13.8209,100.66362,Private room,26000,180,0,2020-12-25,1,365,0
Alessandro,Vadhana,13.72448,100.58141,Entire home/apt,1150,5,26,2020-04-05,1,113,0
Bourbon St. Boutique Hotel,Vadhana,13.72201,100.58299,Private room,1800,1,0,2020-03-08,1,178,0
Pensri,Min Buri,13.81365,100.70937,Entire home/apt,1199,30,8,2020-02-10,2,0,0
Piraya,Suanluang,13.71914,100.61389,Private room,800,1,0,2020-01-21,1,180,0
Jacob,Parthum Wan,13.74547,100.55018,Entire home/apt,9539,2,93,2020-01-01,1,79,0
Aor,Vadhana,13.70601,100.60243,Entire home/apt,964,30,1,2017-01-25,2,43,0
Tony,Phaya Thai,13.7894,100.55487,Entire home/apt,1261,1,158,2022-12-11,34,133,48
Tony,Phaya Thai,13.79041,100.5548,Entire home/apt,1261,1,148,2022-12-12,34,146,41
Tony,Phaya Thai,13.78899,100.55512,Entire home/apt,1261,1,146,2022-12-17,34,158,44
June & Pop,Chom Thong,13.71435,100.46756,Entire home/apt,1100,28,31,2022-12-18,10,233,3
Patharin,Bang Kapi,13.7725,100.63676,Private room,550,1,1,2017-11-05,1,181,0
Chalat,Huai Khwang,13.75376,100.5669,Private room,2800,1,1,2019-06-18,2,365,0
Guang,Khlong San,13.7247389,100.507924,Private room,855,1,140,2022-12-19,2,319,22
Anne Araya,Phra Khanong,13.69973,100.60776,Private room,1350,2,9,2022-11-10,25,0,1
Ranya,Vadhana,13.747,100.56137,Private room,1600,30,0,2020-11-26,1,365,0
Born,Yan na wa,13.70054,100.54842,Private room,1250,1,0,2018-12-14,1,88,0
可亮,Din Daeng,13.76228,100.55452,Entire home/apt,2179,1,1,2016-12-31,2,179,0
Vichak,Huai Khwang,13.76928,100.58104,Private room,6215,1,99,2020-02-09,25,252,0
Suvisa,Min Buri,13.79277,100.71156,Entire home/apt,690,1,1,2021-10-11,10,364,0
Ralph,Phra Nakhon,13.74602,100.49224,Hotel room,450,1,5,2022-11-30,1,365,1
Maoh Maoh,Bang Na,13.66841,100.60566,Entire home/apt,1250,3,36,2022-10-31,4,0,3
Sleeping,Bangkok Noi,13.75389,100.47191,Private room,1200,7,5,2017-11-25,4,364,0
Gritsana,Bang Khun thain,13.6722,100.44249,Entire home/apt,650,6,14,2022-12-17,2,67,5
Sanoozie,Ratchathewi,13.75024,100.56305,Entire home/apt,5195,30,0,2022-11-27,1,181,0
Ann,Vadhana,13.73583,100.6006,Entire home/apt,1429,2,55,2022-11-07,1,157,5
Peeranut,Phasi Charoen,13.71902,100.45836,Entire home/apt,850,30,0,2020-05-28,1,341,0
Sleeping,Bangkok Noi,13.75237,100.4717,Private room,1250,7,4,2017-12-17,4,365,0
Lasalle Suites,Bang Na,13.66401,100.61746,Hotel room,3643,1,10,2022-09-12,1,349,2
Nalinee,Pra Wet,13.69972,100.67968,Entire home/apt,600,15,22,2021-08-01,1,177,0
Ben,Khlong Toei,13.72326,100.57601,Entire home/apt,1250,28,88,2022-12-14,2,290,6
Phil,Phra Nakhon,13.74844,100.49832,Private room,1034,1,272,2022-12-14,8,168,18
Pratch,Vadhana,13.7386,100.5741,Private room,2000,1,0,2022-12-05,1,90,0
Phil,Phra Nakhon,13.7482,100.49683,Private room,867,1,330,2022-11-26,8,147,17
Lynji,Khlong Sam Wa,13.8425,100.6951,Private room,2500,1,0,2021-07-03,1,364,0
Eib,Bang Sue,13.8308,100.52648,Entire home/apt,900,1,4,2020-02-08,1,169,0
Mama,Khlong Toei,13.72844,100.56992,Private room,2286,28,22,2022-09-18,2,75,1
Jiraporn,Vadhana,13.73627,100.58428,Private room,2700,1,0,2022-09-28,1,89,0
Chatchada,Phra Khanong,13.68235,100.60501,Entire home/apt,3150,2,24,2022-10-09,2,174,2
Hataipat,Ratchathewi,13.74972,100.5298,Entire home/apt,1336,5,10,2019-12-26,5,1,0
Anne Araya,Phra Khanong,13.6997,100.6077,Private room,1450,1,3,2017-07-01,25,64,0
Oom,Chatu Chak,13.82367,100.56357,Entire home/apt,600,2,155,2022-11-06,2,284,28
Piyaporn,Bang Rak,13.73604,100.51808,Private room,1700,1,0,2022-02-19,7,364,0
Vk,Bang Sue,13.82983,100.52609,Private room,799,30,17,2021-06-04,2,86,0
Arunya,Vadhana,13.72377,100.583,Private room,2700,1,0,2021-10-25,1,90,0
Saowaros,Samphanthawong,13.73333,100.51444,Private room,875,1,0,2022-03-18,5,363,0
Saowaros,Samphanthawong,13.73338,100.51431,Private room,1446,1,7,2022-08-09,5,360,1
Nirintana,Bang Kapi,13.76103,100.61695,Entire home/apt,1300,5,4,2020-01-24,3,326,0
Hathaiphon,Vadhana,13.73764,100.5621,Private room,2700,1,0,2021-06-30,1,90,0
Veena,Bang Rak,13.72682,100.53185,Entire home/apt,868,1,21,2022-12-06,2,0,9
Veena,Bang Rak,13.72487,100.53192,Entire home/apt,868,1,25,2022-12-19,2,0,5
Phatcharin,Don Mueang,13.93814,100.59523,Private room,890,1,0,2022-12-15,1,180,0
Sure,Sathon,13.71644,100.51551,Entire home/apt,1888,30,9,2022-12-11,1,326,1
Kannicha,Bang Na,13.68181,100.61672,Private room,346,3,89,2022-12-17,7,348,2
Kannicha,Bang Na,13.68299,100.61753,Private room,470,3,126,2022-10-31,7,355,1
Ruk,Vadhana,13.73768,100.57079,Private room,1500,2,3,2019-05-27,1,365,0
Suchonm,Wang Thong Lang,13.76373,100.618,Entire home/apt,650,5,23,2022-11-28,1,326,1
Sujittra,Khlong Toei,13.71605,100.58747,Private room,2700,1,0,2022-06-19,1,89,0
K,Phaya Thai,13.79071,100.54907,Hotel room,1290,1,24,2022-01-09,89,356,1
K,Phaya Thai,13.78975,100.54798,Hotel room,1290,1,27,2022-10-11,89,364,6
K,Phaya Thai,13.78878,100.54792,Hotel room,1290,1,5,2020-01-01,89,364,0
可亮,Din Daeng,13.76014,100.55298,Entire home/apt,2250,1,0,2020-12-29,2,180,0
Napat,Bang Kho laen,13.69381,100.49453,Private room,3500,2,0,2021-12-27,1,180,0
Note,Phra Nakhon,13.76003,100.50075,Entire home/apt,2500,2,108,2022-12-26,1,344,4
Alex,Vadhana,13.71625,100.59419,Entire home/apt,1299,28,216,2022-12-01,36,272,8
Time 2 Relax,Vadhana,13.73401,100.58337,Shared room,590,1,0,2021-07-11,1,365,0
Taosiam,Huai Khwang,13.77975,100.57872,Private room,680,1,253,2020-02-20,34,102,0
Koeiy,Chatu Chak,13.81683,100.56675,Private room,2700,1,0,2020-02-13,1,89,0
Ampa,Huai Khwang,13.78438,100.58424,Private room,1229,1,0,2020-02-06,1,177,0
Sukanya,Chatu Chak,13.83859,100.57536,Private room,1350,2,0,2020-01-30,1,89,0
Amonrat,Bang Khen,13.86499,100.61471,Private room,1350,2,0,2020-01-23,1,89,0
Silv,Sai Mai,13.8914,100.61498,Private room,490,1,0,2020-01-16,1,364,0
Choonam,Bang Khae,13.71151,100.41745,Private room,8652,365,0,2020-01-09,1,365,0
Ratchata,Chatu Chak,13.83624,100.58564,Private room,1350,2,0,2020-01-02,1,89,0
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500,1,63,2019-12-26,8,310,0
Kusuma,Vadhana,13.73651,100.56377,Entire home/apt,1675,25,43,2022-07-30,1,143,3
Chatnakorn,Lak Si,13.87255573272705,100.57288360595705,Private room,900,1,70,2022-11-30,4,365,2
K,Bang Rak,13.72551,100.53004,Entire home/apt,1874,16,66,2022-11-27,89,357,9
K,Bang Rak,13.72534,100.52997,Entire home/apt,1843,16,56,2022-10-27,89,330,5
K,Bang Rak,13.72499,100.53166,Entire home/apt,1874,16,39,2022-05-27,89,344,4
Jared,Bang Na,13.6796,100.61439,Entire home/apt,610,14,12,2022-10-17,6,63,1
Pavida,Huai Khwang,13.75366,100.56525,Entire home/apt,750,30,46,2022-12-18,1,299,6
Jeth And Krit,Phasi Charoen,13.74113,100.45668,Private room,521,2,0,2022-12-15,1,0,0
Sahapol,Chatu Chak,13.80584,100.57482,Private room,600,30,0,2022-12-12,1,90,0
Jared,Bang Na,13.68113,100.61237,Entire home/apt,540,18,5,2022-12-09,6,166,2
Nou,Khlong Toei,13.73265,100.56581,Private room,1200,1,43,2019-12-26,3,89,0
Amp,Thon buri,13.7213,100.49263,Private room,1800,30,2,2019-01-02,1,365,0
Vincent,Bang Kho laen,13.68751,100.51968,Entire home/apt,799,7,39,2022-08-04,5,349,2
Tip,Ratchathewi,13.75883,100.5287,Private room,1200,3,66,2022-11-25,4,137,12
Vichak,Huai Khwang,13.76921,100.58103,Private room,7335,1,110,2022-11-11,25,182,4
Surapong,Bang Khen,13.85006,100.64535,Private room,50000,1,13,2019-08-12,3,89,0
艳红,Pra Wet,13.67516,100.69308,Private room,1500,1,0,2019-09-23,1,365,0
Laksika,Wang Thong Lang,13.78709,100.62838,Private room,2690,1,0,2019-11-05,1,89,0
Kiattisak,Phra Nakhon,13.756024,100.501823,Shared room,799,1,0,2019-12-18,53,365,0
Somsak,Bang Na,13.68313,100.61439,Private room,1500,2,0,2020-01-30,1,90,0
Taosiam,Huai Khwang,13.78066,100.57675,Private room,886,1,250,2020-03-13,34,127,0
Natthapol,Bang Khen,13.86265,100.61534,Entire home/apt,650,28,23,2022-09-04,4,140,4
Wachirakiad,Huai Khwang,13.79467,100.58768,Private room,1350,1,0,2020-03-19,1,89,0
Van,Phra Khanong,13.6899,100.63585,Entire home/apt,2500,1,14,2017-10-02,1,90,0
Tanit,Bueng Kum,13.79334,100.65226,Private room,2680,1,0,2018-11-16,1,89,0
Veerachai,Bang Rak,13.72968,100.5184,Shared room,440,1,5,2019-12-31,7,185,0
Weerayut,Chatu Chak,13.80978,100.56666,Entire home/apt,6926,1,0,2020-01-07,1,180,0
สิริพร,Pra Wet,13.7206,100.66351,Private room,1000,1,0,2020-01-15,1,365,0
Phak,Bang Rak,13.73046,100.51868,Private room,1950,1,14,2020-01-23,4,343,0
Phak,Bang Rak,13.72829,100.5191,Private room,1200,1,8,2018-08-14,4,357,0
Phak,Bang Rak,13.72977,100.51889,Private room,1080,1,7,2019-01-12,4,57,0
Naris,Rat Burana,13.68389,100.50101,Private room,2000,15,0,2019-02-13,1,365,0
Sudawan,Phasi Charoen,13.71455,100.46329,Private room,600,3,10,2019-03-17,1,0,0
Veerachai,Bang Rak,13.72968,100.5184,Private room,856,1,16,2022-11-23,7,176,1
Chomchaey,Khlong Toei,13.71743,100.58759,Private room,1890,30,0,2020-05-11,1,90,0
Salisa,Bangkok Noi,13.75522,100.47733,Private room,1200,3,1,2017-10-28,2,161,0
Jay,Bang Sue,13.80565,100.52942,Entire home/apt,750,30,34,2020-02-21,2,141,0
Nini,Huai Khwang,13.76618,100.57781,Entire home/apt,1285,1,54,2022-12-08,1,170,1
De Botan,Pra Wet,13.69702,100.64636,Hotel room,650,1,25,2021-09-24,5,0,0
Guitar,Bang Rak,13.72927,100.51783,Shared room,831,1,0,2019-06-14,1,180,0
August,Bang Khen,13.86105,100.5878,Private room,1000,5,1,2017-03-03,1,179,0
Kullakan,Vadhana,13.71388,100.59973,Entire home/apt,1100,3,14,2022-10-13,1,174,1
Mild,Din Daeng,13.7903,100.57001,Private room,800,3,0,2022-11-16,1,175,0
Rattana,Chatu Chak,13.81587,100.57587,Private room,370,2,85,2022-12-20,3,334,7
Rujiret,Vadhana,13.73979,100.56564,Private room,10000,30,0,2022-12-12,3,90,0
Rujiret,Parthum Wan,13.73544,100.55005,Private room,3000,30,0,2022-12-04,3,91,0
Arrice,Huai Khwang,13.76133,100.56849,Private room,2690,1,0,2022-11-26,1,89,0
Bo,Bang Rak,13.72696,100.53191,Entire home/apt,3189,14,15,2022-11-19,10,323,4
Johnny,Vadhana,13.710398,100.601227,Entire home/apt,1900,14,0,2020-06-01,1,287,0
Mon,Lat Krabang,13.72337,100.801,Entire home/apt,1490,1,3,2017-12-13,1,364,0
Witvala,Phaya Thai,13.78495,100.54598,Private room,2250,2,0,2019-08-13,1,365,0
Jitnapa,Vadhana,13.73552,100.56538,Private room,2700,1,0,2021-04-12,1,89,0
Num,Huai Khwang,13.7446,100.58788,Entire home/apt,900,13,2,2022-12-11,1,59,1
Jah And Bros,Ratchathewi,13.75104,100.52965,Private room,1113,1,93,2022-10-25,6,91,8
LuxurySuitesAsia,Khlong Toei,13.73754,100.559,Entire home/apt,6877,1,43,2022-08-21,14,335,2
Pidam,Vadhana,13.71601,100.59044,Entire home/apt,995,30,8,2022-10-30,1,311,5
Jiraporn,Phaya Thai,13.77758,100.54906,Private room,1750,1,0,2022-11-02,8,365,0
Tuthu,Phra Khanong,13.68715,100.60548,Private room,800,2,0,2022-11-05,1,0,0
K,Bang Rak,13.72345,100.52418,Entire home/apt,3888,1,7,2022-11-08,89,175,3
Sunpetch (Ken),Khlong San,13.71742,100.50772,Private room,1400,5,0,2022-11-17,1,358,0
David,Ratchathewi,13.75469,100.53871,Private room,1657,1,86,2022-11-27,6,358,4
Fai,Huai Khwang,13.79883,100.57543,Entire home/apt,1351,50,83,2020-02-18,5,365,0
Jared,Bang Na,13.67955,100.61407,Entire home/apt,600,14,19,2022-11-23,6,57,3
Vincent,Bang Kho laen,13.68642,100.51901,Entire home/apt,3250,7,13,2020-01-27,5,241,0
Yoco,Phra Khanong,13.70427,100.60238,Entire home/apt,4500,30,107,2020-03-11,1,365,0
Yair,Suanluang,13.70859,100.61537,Private room,872,1,1,2017-04-23,5,356,0
Pakdee,Suanluang,13.73427,100.6428,Private room,750,1,0,2019-11-23,3,364,0
K,Bang Rak,13.72701,100.53194,Entire home/apt,3555,1,9,2022-06-25,89,175,1
Yair,Suanluang,13.70867,100.6154,Private room,999,1,0,2022-08-06,5,345,0
Yair,Suanluang,13.70691,100.61675,Private room,1800,1,0,2022-09-17,5,364,0
Yair,Suanluang,13.70732,100.617,Private room,2000,1,0,2022-10-29,5,364,0
Mum,Bang Sue,13.80284,100.52288,Entire home/apt,1554,1,198,2022-12-11,3,319,18
Alisra,Phaya Thai,13.779,100.54426,Private room,2850,3,0,2020-11-20,1,90,0
Onthebed,Vadhana,13.7433,100.55183,Private room,800,1,4,2018-10-31,5,364,0
Alyas,Bangkok Yai,13.73659,100.46795,Shared room,1629,60,0,2018-08-12,1,90,0
Onthebed,Vadhana,13.7432,100.55192,Private room,1680,1,0,2018-05-25,5,365,0
Onthebed,Vadhana,13.74531,100.55051,Private room,2340,1,0,2018-03-06,5,364,0
Thanyapat,Khlong Toei,13.73015,100.56969,Private room,2100,30,2,2017-12-17,1,140,0
Tip,Ratchathewi,13.75937,100.52863,Private room,1200,3,91,2022-10-31,4,116,12
Onthebed,Vadhana,13.74489,100.55194,Private room,1680,1,0,2020-06-05,5,365,0
Worawan,Chatu Chak,13.80871,100.57603,Entire home/apt,1300,7,4,2018-01-10,1,21,0
Saranya,Don Mueang,13.93299,100.59065,Entire home/apt,1439,365,107,2019-06-28,5,365,0
Cartoon,Ratchathewi,13.75269,100.52892,Entire home/apt,1000,30,75,2020-03-23,1,284,0
Inthanom,Bang Rak,13.72496,100.53164,Entire home/apt,3864,1,208,2022-12-15,6,93,30
Serge,Vadhana,13.74196,100.55802,Entire home/apt,1057,29,29,2022-11-07,1,299,12
Thunder M.,Vadhana,13.73161,100.58591,Entire home/apt,1576,1,171,2022-12-01,7,241,21
偉智 (Jeremy),Bangkok Yai,13.72883,100.47787,Shared room,400,1,0,2022-12-06,1,362,0
Pashmina,Vadhana,13.72574,100.58258,Entire home/apt,1558,30,0,2022-12-11,3,363,0
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500,1,64,2022-12-17,8,313,5
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,2375,1,12,2018-04-06,8,325,0
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,19,2019-12-03,8,335,0
Joyce,Khlong Toei,13.72257,100.56012,Private room,600,180,0,2019-05-14,1,365,0
Pannapat,Chatu Chak,13.83146,100.56816,Private room,711,1,1,2018-10-24,1,168,0
Tuk,Phaya Thai,13.79074,100.55685,Private room,1400,3,0,2020-06-05,1,90,0
Pree,Khlong Toei,13.73789,100.55586,Entire home/apt,2800,2,227,2022-01-16,1,61,1
Veerachai,Bang Rak,13.72968,100.5184,Shared room,440,1,0,2022-06-24,7,181,0
Orranart,Bang Rak,13.72466,100.53066,Hotel room,4000,1,200,2022-11-30,10,343,15
Veerachai,Bang Rak,13.72968,100.5184,Private room,770,1,8,2020-01-02,7,184,0
Patitta,Phaya Thai,13.78807,100.55816,Private room,2700,1,0,2018-12-25,1,89,0
Tanid,Khlong San,13.71021,100.49616,Private room,3900,2,1,2017-12-17,1,88,0
Pavinee,Phra Khanong,13.69441,100.62147,Private room,1150,2,0,2020-04-29,1,89,0
Sun昇茂,Vadhana,13.72497,100.60448,Private room,950,1,80,2022-09-11,5,356,1
Sun昇茂,Vadhana,13.72524,100.60377,Private room,950,1,13,2022-12-08,5,353,1
Sun昇茂,Vadhana,13.7252,100.6042,Entire home/apt,950,1,26,2022-12-12,5,345,2
Sun昇茂,Vadhana,13.72526,100.60281,Entire home/apt,1200,1,24,2022-12-02,5,180,5
Vk,Bang Sue,13.83092,100.52675,Entire home/apt,818,30,34,2022-12-03,2,87,6
Ngam,Parthum Wan,13.7489,100.526,Private room,3000,21,0,2021-03-03,1,364,0
Grant Taylor,Vadhana,13.73792,100.56401,Entire home/apt,2379,2,40,2019-06-03,1,2,0
Wandee,Bang Na,13.65965,100.60714,Private room,1360,2,0,2021-03-03,1,89,0
Benjamin,Parthum Wan,13.73818,100.54493,Entire home/apt,6543,1,81,2022-12-03,7,322,11
天涛,Phra Nakhon,13.76391,100.50193,Entire home/apt,3300,1,0,2021-02-03,2,365,0
Rungkan,Suanluang,13.73827,100.60357,Private room,1732,3,4,2019-04-08,1,176,0
Sanol,Phra Khanong,13.68598,100.60819,Private room,1360,2,0,2019-02-10,1,89,0
Siri,Khlong Toei,13.72286,100.57668,Entire home/apt,1125,90,6,2018-12-16,1,345,0
Navavit,Phra Khanong,13.70088,100.59963,Private room,2000,1,0,2020-11-25,6,90,0
Eurng,Phaya Thai,13.78704,100.55281,Entire home/apt,1250,30,24,2022-11-06,1,326,4
Poonam,Vadhana,13.744,100.5554,Entire home/apt,800,1,9,2022-10-07,8,168,4
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500,1,16,2019-04-26,8,149,0
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,5,2019-01-12,8,343,0
Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,3,2019-01-12,8,342,0
Peerapon,Phra Nakhon,13.75168,100.49775,Entire home/apt,1800,1,3,2018-01-15,8,321,0
Kanyupin,Phra Khanong,13.68558,100.60529,Private room,1350,2,0,2020-06-13,1,89,0
Ed,Vadhana,13.74644,100.55706,Entire home/apt,1551,1,129,2022-11-10,33,304,7
Poonam,Vadhana,13.73695,100.58398,Private room,1100,1,20,2022-10-02,8,163,4
Ludoping,Vadhana,13.74328,100.55463,Hotel room,1870,5,53,2022-10-12,56,150,10
Suwadee,Taling Chan,13.77837,100.42077,Private room,382,1,0,2022-10-18,1,87,0
K,Bang Rak,13.7247,100.53028,Entire home/apt,1874,16,40,2022-10-24,89,348,2
Joe,Chatu Chak,13.8015,100.56008,Entire home/apt,898,30,0,2022-09-23,1,90,0
Sam,Din Daeng,13.77631,100.5594,Private room,700,1,155,2022-08-24,3,349,2
Bua Noppamas,Bang Rak,13.73269,100.52122,Shared room,1300,1,12,2019-07-03,4,365,0
Bua Noppamas,Bang Rak,13.73334,100.52149,Private room,700,2,4,2020-01-23,4,358,0
Lanta,Huai Khwang,13.77122,100.57902,Entire home/apt,1090,15,1,2018-01-02,1,56,0
Pattanai,Phaya Thai,13.78653,100.54209,Private room,2350,1,0,2018-01-10,1,89,0
Kumt,Don Mueang,13.92325,100.57599,Entire home/apt,3000,3,0,2018-01-18,1,181,0
Ferinn,Vadhana,13.73803,100.58347,Shared room,800,1,0,2018-01-26,3,180,0
Montri,Bang Kho laen,13.703,100.50088,Private room,1050,2,5,2018-02-04,1,363,0
Nathan,Chatu Chak,13.80617,100.57904,Entire home/apt,650,7,15,2022-11-12,2,312,4
June & Pop,Bang Kho laen,13.70513,100.50466,Entire home/apt,2800,28,15,2022-08-25,10,153,1
Anne Araya,Phra Khanong,13.69973,100.60773,Private room,2800,1,3,2018-10-23,25,0,0
Sinvisa,Chatu Chak,13.79899,100.55696,Private room,1900,1,0,2020-11-12,1,180,0
Anirut,Bang Na,13.662069,100.612175,Entire home/apt,456,14,5,2022-12-04,2,308,5
K.,Sai Mai,13.89102,100.61326,Private room,450,1,7,2022-08-15,11,365,1
Orranart,Bang Rak,13.72437,100.53062,Entire home/apt,4000,1,161,2022-12-05,10,341,8
Nattaya,Chatu Chak,13.82476,100.56706,Private room,1350,1,0,2021-06-22,1,89,0
Ratchanee,Phra Khanong,13.68586,100.60669,Entire home/apt,850,2,37,2020-01-09,1,91,0
Sujaree,Phaya Thai,13.78497,100.55003,Private room,1350,1,0,2021-06-14,1,89,0
Fa,Vadhana,13.74244,100.5772,Private room,561,7,22,2022-11-18,1,75,5
Yan,Vadhana,13.7428,100.55866,Entire home/apt,2600,1,7,2022-12-06,9,357,1
Chom,Bang Khen,13.88769,100.60785,Hotel room,1286,1,2,2019-09-28,3,296,0
Chom,Bang Khen,13.88751,100.60793,Hotel room,1586,1,5,2020-01-28,3,351,0
Khwankhaw,Vadhana,13.73001,100.58482,Private room,2665,1,0,2019-10-06,2,180,0
Mathurot,Sathon,13.72001,100.53696,Private room,2700,1,0,2019-06-15,1,90,0
Wanchuri,Bang Kapi,13.79001,100.62818,Private room,2700,1,0,2019-02-21,1,89,0
Yan,Vadhana,13.7401,100.56403,Entire home/apt,4000,15,0,2018-10-31,9,181,0
Serena,Chatu Chak,13.80797,100.56891,Entire home/apt,1455,3,0,2018-07-09,1,364,0
Peter,Lat Krabang,13.72577,100.75464,Entire home/apt,800,30,18,2018-03-18,1,173,0
Mon,Bang Na,13.67648,100.60896,Entire home/apt,470,180,1,2017-04-26,2,365,0
Bua Noppamas,Bang Rak,13.73385,100.51946,Shared room,350,2,6,2022-12-27,4,361,3
Chom,Bang Khen,13.88747,100.60791,Hotel room,1286,1,2,2019-12-31,3,356,0
Keiichi,Bang Rak,13.72085,100.52659,Entire home/apt,1732,60,0,2021-06-20,1,91,0
Supa,Bang Na,13.66039,100.60491,Entire home/apt,623,5,11,2022-12-10,1,337,1
Sodsaros,Bang Kapi,13.76362,100.64777,Entire home/apt,590,6,62,2022-11-30,1,142,7
Poonam,Vadhana,13.73839,100.58358,Entire home/apt,1750,1,69,2022-12-08,8,121,13
Poonam,Vadhana,13.73884,100.58405,Entire home/apt,1200,1,20,2022-11-29,8,170,5
EveRyDaY Is A HoLidAy,Vadhana,13.745,100.55924,Entire home/apt,1490,30,104,2022-12-16,6,331,15
Prin,Phaya Thai,13.7692,100.53912,Entire home/apt,1600,2,62,2022-12-09,4,128,1
Praewthong,Ratchathewi,13.75324,100.52864,Private room,2700,1,0,2021-06-28,1,90,0
Petcharee,Vadhana,13.74025,100.55619,Private room,1600,1,2,2020-01-17,2,271,0
Megumi,Bang Rak,13.72315,100.52965,Entire home/apt,5000,14,0,2019-04-06,1,364,0
Anne Araya,Phra Khanong,13.69973,100.60775,Private room,3000,2,1,2018-06-25,25,55,0
K,Bang Rak,13.72672,100.53036,Entire home/apt,1874,16,61,2022-07-31,89,356,8
Ekkachai,Bang Rak,13.7247,100.5326,Entire home/apt,2057,30,61,2022-12-13,2,155,5
Sarintip,Khlong Toei,13.72135,100.57961,Entire home/apt,970,30,6,2020-01-18,2,322,0
Wilson,Ratchathewi,13.75017,100.55608,Entire home/apt,1743,30,44,2020-01-16,29,137,0
Aeh Chotima,Dusit,13.77275,100.50414,Entire home/apt,860,6,0,2019-08-29,1,180,0
Yan,Khlong Toei,13.70502,100.59921,Entire home/apt,3500,1,0,2019-04-12,9,364,0
Mimi,Bang Khen,13.87171,100.60277,Private room,950,2,3,2018-11-24,1,12,0
Suvisa,Min Buri,13.79443,100.71091,Entire home/apt,700,1,2,2022-12-09,10,363,1
Suvisa,Min Buri,13.79371,100.70922,Entire home/apt,700,1,2,2019-03-03,10,365,0
Suvisa,Saphan Sung,13.79084,100.70994,Entire home/apt,700,1,0,2019-09-10,10,365,0
Suvisa,Min Buri,13.79406,100.71117,Entire home/apt,1450,1,0,2020-03-19,10,365,0
